Record Length,2.500000e+03,,  -0.000015300000,   3.20000,
Sample Interval,1.000000e-08,,  -0.000015290000,   3.20000,
Trigger Point,1.530000000000e+03,,  -0.000015280000,   3.28000,
,,,  -0.000015270000,   3.28000,
,,,  -0.000015260000,   3.20000,
,,,  -0.000015250000,   3.28000,
Source,CH1,,  -0.000015240000,   3.28000,
Vertical Units,V,,  -0.000015230000,   3.28000,
Vertical Scale,2.000000e+00,,  -0.000015220000,   3.20000,
Vertical Offset,2.080000e+00,,  -0.000015210000,   3.28000,
Horizontal Units,s,,  -0.000015200000,   3.20000,
Horizontal Scale,2.500000e-06,,  -0.000015190000,   3.28000,
Pt Fmt,Y,,  -0.000015180000,   3.28000,
Yzero,0.000000e+00,,  -0.000015170000,   3.28000,
Probe Atten,1.000000e+00,,  -0.000015160000,   3.20000,
Model Number,TBS1062,,  -0.000015150000,   3.28000,
Serial Number,C012938,,  -0.000015140000,   3.36000,
Firmware Version,FV:v26.01,,  -0.000015130000,   3.28000,
,,,-00.000015120000,   3.20000,
,,,-00.000015110000,   3.28000,
,,,-00.000015100000,   3.36000,
,,,-00.000015090000,   3.28000,
,,,-00.000015080000,   3.20000,
,,,-00.000015070000,   3.20000,
,,,-00.000015060000,   3.20000,
,,,-00.000015050000,   3.20000,
,,,-00.000015040000,   3.28000,
,,,-00.000015030000,   3.28000,
,,,-00.000015020000,   3.20000,
,,,-00.000015010000,   3.28000,
,,,-00.000015000000,   3.20000,
,,,-00.000014990000,   3.36000,
,,,-00.000014980000,   3.28000,
,,,-00.000014970000,   3.20000,
,,,-00.000014960000,   3.20000,
,,,-00.000014950000,   3.20000,
,,,-00.000014940000,   3.28000,
,,,-00.000014930000,   3.20000,
,,,-00.000014920000,   3.28000,
,,,-00.000014910000,   3.20000,
,,,-00.000014900000,   3.28000,
,,,-00.000014890000,   3.28000,
,,,-00.000014880000,   3.28000,
,,,-00.000014870000,   3.28000,
,,,-00.000014860000,   3.28000,
,,,-00.000014850000,   3.28000,
,,,-00.000014840000,   3.28000,
,,,-00.000014830000,   3.20000,
,,,-00.000014820000,   3.20000,
,,,-00.000014810000,   3.28000,
,,,-00.000014800000,   3.28000,
,,,-00.000014790000,   3.20000,
,,,-00.000014780000,   3.20000,
,,,-00.000014770000,   3.20000,
,,,-00.000014760000,   3.28000,
,,,-00.000014750000,   3.20000,
,,,-00.000014740000,   3.12000,
,,,-00.000014730000,   3.28000,
,,,-00.000014720000,   3.20000,
,,,-00.000014710000,   3.36000,
,,,-00.000014700000,   3.28000,
,,,-00.000014690000,   3.20000,
,,,-00.000014680000,   3.28000,
,,,-00.000014670000,   3.20000,
,,,-00.000014660000,   3.28000,
,,,-00.000014650000,   3.20000,
,,,-00.000014640000,   3.20000,
,,,-00.000014630000,   3.44000,
,,,-00.000014620000,   3.28000,
,,,-00.000014610000,   3.28000,
,,,-00.000014600000,   3.28000,
,,,-00.000014590000,   3.28000,
,,,-00.000014580000,   3.20000,
,,,-00.000014570000,   3.28000,
,,,-00.000014560000,   3.20000,
,,,-00.000014550000,   3.28000,
,,,-00.000014540000,   3.12000,
,,,-00.000014530000,   3.28000,
,,,-00.000014520000,   3.28000,
,,,-00.000014510000,   3.28000,
,,,-00.000014500000,   3.28000,
,,,-00.000014490000,   3.28000,
,,,-00.000014480000,   3.28000,
,,,-00.000014470000,   3.20000,
,,,-00.000014460000,   3.20000,
,,,-00.000014450000,   3.20000,
,,,-00.000014440000,   3.20000,
,,,-00.000014430000,   3.20000,
,,,-00.000014420000,   3.28000,
,,,-00.000014410000,   3.28000,
,,,-00.000014400000,   3.28000,
,,,-00.000014390000,   3.28000,
,,,-00.000014380000,   3.36000,
,,,-00.000014370000,   3.20000,
,,,-00.000014360000,   3.20000,
,,,-00.000014350000,   3.28000,
,,,-00.000014340000,   3.20000,
,,,-00.000014330000,   3.36000,
,,,-00.000014320000,   3.28000,
,,,-00.000014310000,   3.12000,
,,,-00.000014300000,   3.20000,
,,,-00.000014290000,   3.28000,
,,,-00.000014280000,   3.36000,
,,,-00.000014270000,   3.28000,
,,,-00.000014260000,   3.28000,
,,,-00.000014250000,   3.36000,
,,,-00.000014240000,   3.20000,
,,,-00.000014230000,   3.28000,
,,,-00.000014220000,   3.28000,
,,,-00.000014210000,   3.20000,
,,,-00.000014200000,   3.28000,
,,,-00.000014190000,   3.28000,
,,,-00.000014180000,   3.20000,
,,,-00.000014170000,   3.12000,
,,,-00.000014160000,   3.28000,
,,,-00.000014150000,   3.36000,
,,,-00.000014140000,   3.36000,
,,,-00.000014130000,   3.12000,
,,,-00.000014120000,   3.28000,
,,,-00.000014110000,   3.20000,
,,,-00.000014100000,   3.36000,
,,,-00.000014090000,   3.20000,
,,,-00.000014080000,   3.20000,
,,,-00.000014070000,   3.36000,
,,,-00.000014060000,   3.20000,
,,,-00.000014050000,   3.36000,
,,,-00.000014040000,   3.20000,
,,,-00.000014030000,   3.12000,
,,,-00.000014020000,   3.28000,
,,,-00.000014010000,   3.28000,
,,,-00.000014000000,   3.28000,
,,,-00.000013990000,   3.28000,
,,,-00.000013980000,   3.20000,
,,,-00.000013970000,   3.20000,
,,,-00.000013960000,   3.20000,
,,,-00.000013950000,   3.36000,
,,,-00.000013940000,   3.28000,
,,,-00.000013930000,   3.28000,
,,,-00.000013920000,   3.20000,
,,,-00.000013910000,   3.20000,
,,,-00.000013900000,   3.20000,
,,,-00.000013890000,   3.20000,
,,,-00.000013880000,   3.12000,
,,,-00.000013870000,   3.28000,
,,,-00.000013860000,   3.20000,
,,,-00.000013850000,   3.20000,
,,,-00.000013840000,   3.28000,
,,,-00.000013830000,   3.28000,
,,,-00.000013820000,   3.28000,
,,,-00.000013810000,   3.20000,
,,,-00.000013800000,   3.20000,
,,,-00.000013790000,   3.28000,
,,,-00.000013780000,   3.20000,
,,,-00.000013770000,   3.36000,
,,,-00.000013760000,   3.28000,
,,,-00.000013750000,   3.28000,
,,,-00.000013740000,   3.20000,
,,,-00.000013730000,   3.28000,
,,,-00.000013720000,   3.36000,
,,,-00.000013710000,   3.20000,
,,,-00.000013700000,   3.12000,
,,,-00.000013690000,   3.28000,
,,,-00.000013680000,   3.20000,
,,,-00.000013670000,   3.20000,
,,,-00.000013660000,   3.20000,
,,,-00.000013650000,   3.12000,
,,,-00.000013640000,   3.36000,
,,,-00.000013630000,   3.28000,
,,,-00.000013620000,   3.28000,
,,,-00.000013610000,   3.28000,
,,,-00.000013600000,   3.28000,
,,,-00.000013590000,   3.28000,
,,,-00.000013580000,   3.20000,
,,,-00.000013570000,   3.20000,
,,,-00.000013560000,   3.20000,
,,,-00.000013550000,   3.28000,
,,,-00.000013540000,   3.28000,
,,,-00.000013530000,   3.28000,
,,,-00.000013520000,   3.20000,
,,,-00.000013510000,   3.28000,
,,,-00.000013500000,   3.28000,
,,,-00.000013490000,   3.28000,
,,,-00.000013480000,   3.28000,
,,,-00.000013470000,   3.28000,
,,,-00.000013460000,   3.20000,
,,,-00.000013450000,   3.28000,
,,,-00.000013440000,   3.28000,
,,,-00.000013430000,   3.20000,
,,,-00.000013420000,   3.20000,
,,,-00.000013410000,   3.20000,
,,,-00.000013400000,   3.28000,
,,,-00.000013390000,   3.28000,
,,,-00.000013380000,   3.12000,
,,,-00.000013370000,   3.12000,
,,,-00.000013360000,   3.20000,
,,,-00.000013350000,   3.20000,
,,,-00.000013340000,   3.36000,
,,,-00.000013330000,   3.28000,
,,,-00.000013320000,   3.12000,
,,,-00.000013310000,   3.20000,
,,,-00.000013300000,   3.28000,
,,,-00.000013290000,   3.36000,
,,,-00.000013280000,   3.20000,
,,,-00.000013270000,   3.20000,
,,,-00.000013260000,   3.28000,
,,,-00.000013250000,   3.28000,
,,,-00.000013240000,   3.20000,
,,,-00.000013230000,   3.28000,
,,,-00.000013220000,   3.20000,
,,,-00.000013210000,   3.20000,
,,,-00.000013200000,   3.28000,
,,,-00.000013190000,   3.12000,
,,,-00.000013180000,   3.12000,
,,,-00.000013170000,   3.28000,
,,,-00.000013160000,   3.12000,
,,,-00.000013150000,   3.12000,
,,,-00.000013140000,   3.12000,
,,,-00.000013130000,   3.28000,
